reference_number,color_and_brick,quantity,set_number
30374,"Black Bar   4L (Lightsaber Blade / Wand)Catalog: Parts: Bar6116604 or 3037426 or 4140303
",1,4916
41532,"Black Hinge Cylinder 1 x 3 Locking with 1 Finger and Pin with Round Hole and Friction Ridges Lengthwise on EndsCatalog: Parts: Hinge4159335
",2,4916
4073,"Black Plate, Round 1 x 1Catalog: Parts: Plate, Round614126
",2,4916
2780,"Black Technic, Pin with Friction Ridges Lengthwise, Staggered, with or without Center SlotsCatalog: Parts: Technic, Pin6279875 or 4121715 or 278026
",1,4916
44301a,"Dark Bluish Gray Hinge Plate 1 x 2 Locking with 1 Finger on End with Bottom GrooveCatalog: Parts: Hinge4210883
",1,4916
44567a,"Dark Bluish Gray Hinge Plate 1 x 2 Locking with 1 Finger on Side with Bottom GrooveCatalog: Parts: Hinge4210892
",1,4916
44302a,"Dark Bluish Gray Hinge Plate 1 x 2 Locking with 2 Fingers on End and 9 Teeth with Bottom GrooveCatalog: Parts: Hinge4210884
",4,4916
2420,"Dark Bluish Gray Plate 2 x 2 CornerCatalog: Parts: Plate4210635
",2,4916
4081b,"Dark Bluish Gray Plate, Modified 1 x 1 with Light Attachment - Thick RingCatalog: Parts: Plate, Modified4632574 or 6281996 or 4210828
",2,4916
6019,"Dark Bluish Gray Plate, Modified 1 x 1 with U Clip (Horizontal Grip)Catalog: Parts: Plate, Modified4216973
",2,4916
6541,"Dark Bluish Gray Technic, Brick 1 x 1 with HoleCatalog: Parts: Technic, Brick4210639
",2,4916
6148,"Green Plant, Tree Palm Leaf Small 8 x 3Catalog: Parts: Plant, Tree6269040 or 4160980 or 4258459
",2,4916
6019,"Red Plate, Modified 1 x 1 with U Clip (Horizontal Grip)Catalog: Parts: Plate, Modified601921
",2,4916
4070,"Reddish Brown Brick, Modified 1 x 1 with HeadlightCatalog: Parts: Brick, Modified4225469
",2,4916
3023,"Reddish Brown Plate 1 x 2Catalog: Parts: Plate4211150
",4,4916
3623,"Reddish Brown Plate 1 x 3Catalog: Parts: Plate4211152
",2,4916
3710,"Reddish Brown Plate 1 x 4Catalog: Parts: Plate4211190
",1,4916
3022,"Reddish Brown Plate 2 x 2Catalog: Parts: Plate4613975 or 4216695
",3,4916
3021,"Reddish Brown Plate 2 x 3Catalog: Parts: Plate4211189
",1,4916
3794a,"Reddish Brown Plate, Modified 1 x 2 with 1 Stud without Groove (Jumper)Catalog: Parts: Plate, Modified4219726
",4,4916
3298,"Reddish Brown Slope 33 3 x 2Catalog: Parts: Slope4216625
",1,4916
3040,"Reddish Brown Slope 45 2 x 1Catalog: Parts: Slope4211199
",2,4916
3039,"Reddish Brown Slope 45 2 x 2Catalog: Parts: Slope4211202
",2,4916
3700,"Reddish Brown Technic, Brick 1 x 2 with HoleCatalog: Parts: Technic, Brick4211252
",2,4916
44728,"Tan Bracket 1 x 2 - 2 x 2Catalog: Parts: Bracket6117975 or 6048857 or 4212469 or 4278046
",4,4916
3004,"Tan Brick 1 x 2Catalog: Parts: Brick30045 or 4109995
",2,4916
30236,"Tan Brick, Modified 1 x 2 with Bar HandleCatalog: Parts: Brick, Modified4201066 or 4288513
",2,4916
3023,"Tan Plate 1 x 2Catalog: Parts: Plate4113917
",3,4916
3022,"Tan Plate 2 x 2Catalog: Parts: Plate4114084
",1,4916
49668,"Tan Plate, Modified 1 x 1 with Tooth HorizontalCatalog: Parts: Plate, Modified4224793
",6,4916
48336,"Tan Plate, Modified 1 x 2 with Bar Handle on Side - Closed EndsCatalog: Parts: Plate, Modified4217562
",1,4916
4073,"Tan Plate, Round 1 x 1Catalog: Parts: Plate, Round4161734
",5,4916
4032b,"Tan Plate, Round 2 x 2 with Axle Hole (x Shape)Catalog: Parts: Plate, Round4140562
",1,4916
2654,"Tan Plate, Round 2 x 2 with Rounded Bottom (Boat Stud)Catalog: Parts: Plate, Round4140561 or 4278422
",1,4916
4073,"White Plate, Round 1 x 1Catalog: Parts: Plate, Round614101
",2,4916
4032,"White Plate, Round 2 x 2 with Axle HoleCatalog: Parts: Plate, Round403201
",1,4916
4073,"Black Plate, Round 1 x 1Catalog: Parts: Plate, Round614126
",1,4916
2780,"Black Technic, Pin with Friction Ridges Lengthwise, Staggered, with or without Center SlotsCatalog: Parts: Technic, Pin6279875 or 4121715 or 278026
",1,4916
4073,"Tan Plate, Round 1 x 1Catalog: Parts: Plate, Round4161734
",1,4916
4073,"White Plate, Round 1 x 1Catalog: Parts: Plate, Round614101
",1,4916
4032,"Tan Plate, Round 2 x 2 with Axle HoleCatalog: Parts: Plate, Round4140562
",1,4916
