reference_number,color_and_brick,quantity,set_number
3137c01assy2(inv),"Black Brick, Modified 2 x 2 with Red Wheels for Single Tire with Black Tires 15mm D. x 6mm Offset Tread Small (3137c01 / 3641)Catalog: Parts: Wheel & Tire AssemblyPart Color Code Missing
",2,527
3005,"Blue Brick 1 x 1Catalog: Parts: Brick300523
",12,527
3004,"Blue Brick 1 x 2Catalog: Parts: Brick4613959 or 300423
",12,527
3622,"Blue Brick 1 x 3Catalog: Parts: Brick362223
",4,527
3010,"Blue Brick 1 x 4Catalog: Parts: Brick301023
",10,527
3009,"Blue Brick 1 x 6Catalog: Parts: Brick300923
",3,527
3008,"Blue Brick 1 x 8Catalog: Parts: Brick300823
",2,527
3003,"Blue Brick 2 x 2Catalog: Parts: Brick300323
",3,527
3002,"Blue Brick 2 x 3Catalog: Parts: Brick300223
",2,527
3001,"Blue Brick 2 x 4Catalog: Parts: Brick300123
",4,527
3867,"Green Baseplate 16 x 16Catalog: Parts: Baseplate609828 or 4217115
",1,527
3741,"Green Plant Flower StemCatalog: Parts: Plant6277589 or 374128
",2,527
3005,"Red Brick 1 x 1Catalog: Parts: Brick300521
",8,527
3004,"Red Brick 1 x 2Catalog: Parts: Brick4613961 or 300421
",10,527
3622,"Red Brick 1 x 3Catalog: Parts: Brick362221
",2,527
3010,"Red Brick 1 x 4Catalog: Parts: Brick301021
",6,527
3003,"Red Brick 2 x 2Catalog: Parts: Brick4103590 or 300321
",2,527
3002,"Red Brick 2 x 3Catalog: Parts: Brick300221
",2,527
3001,"Red Brick 2 x 4Catalog: Parts: Brick300121
",3,527
3633,"Red Fence 1 x 4 x 1Catalog: Parts: Fence4187280
",2,527
3854,"Red Pane for Window 1 x 2 x 3Catalog: Parts: Window, Glass & ShutterPart Color Code Missing
",6,527
3742c01(inv),"Red Plant Flower Small, 4 on SprueCatalog: Parts: Plant374221 or 4106915
",1,527
3710,"Red Plate 1 x 4Catalog: Parts: Plate371021
",2,527
3022,"Red Plate 2 x 2Catalog: Parts: Plate4613974 or 302221
",2,527
3021,"Red Plate 2 x 3Catalog: Parts: Plate302121
",2,527
3020,"Red Plate 2 x 4Catalog: Parts: Plate302021
",2,527
3034,"Red Plate 2 x 8Catalog: Parts: Plate303421
",2,527
3031,"Red Plate 4 x 4Catalog: Parts: Plate303121 or 4243814
",2,527
3032,"Red Plate 4 x 6Catalog: Parts: Plate303221
",1,527
3300,"Red Slope 33 2 x 2 DoubleCatalog: Parts: Slope330021
",2,527
3299,"Red Slope 33 2 x 4 DoubleCatalog: Parts: Slope329921
",1,527
3298,"Red Slope 33 3 x 2Catalog: Parts: Slope329821
",4,527
3297,"Red Slope 33 3 x 4Catalog: Parts: Slope329721
",2,527
3039,"Red Slope 45 2 x 2Catalog: Parts: Slope303921
",2,527
3660,"Red Slope, Inverted 45 2 x 2Catalog: Parts: Slope, Inverted366021
",2,527
7026,"Red Window 1 x 2 x 2 with Fixed GlassCatalog: Parts: WindowPart Color Code Missing
",2,527
3005,"Trans-Clear Brick 1 x 1Catalog: Parts: Brick6220959 or 4645394 or 4238226
",2,527
3004,"Trans-Clear Brick 1 x 2Catalog: Parts: Brick4256587
",2,527
3039,"Trans-Clear Slope 45 2 x 2Catalog: Parts: Slope6244886 or 622740
",2,527
3823,"Trans-Clear Windscreen 2 x 4 x 2Catalog: Parts: Windscreen6253681 or 382340
",1,527
3861,"White Door 1 x 4 x 5 with 4 PanesCatalog: Parts: Door4160992
",1,527
3742c01(inv),"White Plant Flower Small, 4 on SprueCatalog: Parts: Plant4186952
",1,527
3856,"White Shutter for Window 1 x 2 x 3Catalog: Parts: Window, Glass & ShutterPart Color Code Missing
",4,527
3853,"White Window 1 x 4 x 3Catalog: Parts: Window4175392
",3,527
3005,"Yellow Brick 1 x 1Catalog: Parts: Brick300524
",10,527
3004,"Yellow Brick 1 x 2Catalog: Parts: Brick4613966 or 300424
",12,527
3622,"Yellow Brick 1 x 3Catalog: Parts: Brick362224
",4,527
3010,"Yellow Brick 1 x 4Catalog: Parts: Brick301024
",6,527
3009,"Yellow Brick 1 x 6Catalog: Parts: Brick300924
",3,527
3003,"Yellow Brick 2 x 2Catalog: Parts: Brick4103588 or 300324
",4,527
3002,"Yellow Brick 2 x 3Catalog: Parts: Brick300224
",2,527
3001,"Yellow Brick 2 x 4Catalog: Parts: Brick300124
",4,527
pln021(inv)," Plain Blue Torso with Blue Arms, White Legs, Red HatCatalog: Minifigures: Town: Classic Town
",1,527
