reference_number,color_and_brick,quantity,set_number
4095,"Black Bar   6.6L with Stop Ring (Patio Umbrella Stand)Catalog: Parts: Bar409526
",1,7070
30219,"Black Bar  16L with Open Stud, Tow Ball, and Slit (Windsurfer Mast)Catalog: Parts: BarPart Color Code Missing
",1,7070
30275,"Black Plate, Modified 1 x 8 with Pin Hole and Bucket (Catapult)Catalog: Parts: Plate, Modified4649770 or 4226363 or 4587399
",1,7070
2376,"Black Tile, Round 2 x 2 with Lifting Ring ThinCatalog: Parts: Tile, Round237626
",1,7070
43887,"Chrome Silver Minifigure, Weapon Sword, ScimitarCatalog: Parts: Minifigure, Weapon4220111
",1,7070
4151,"Dark Bluish Gray Plate, Modified 8 x 8 with GrilleCatalog: Parts: Plate, Modified4211036 or 4299022
",1,7070
30239,"Green Plant Leaves 6 x 5 Swordleaf with ClipCatalog: Parts: Plant4113210 or 4541850
",1,7070
6232,"Light Bluish Gray Brick, Modified 2 x 2 with Pin and Axle HoleCatalog: Parts: Brick, Modified6347704 or 4211529
",2,7070
3003,"Red Brick 2 x 2Catalog: Parts: Brick4103590 or 300321
",2,7070
3941,"Red Brick, Round 2 x 2 with Axle HoleCatalog: Parts: Brick, Round614321
",1,7070
30165,"Reddish Brown Slope, Curved 2 x 2 x 1 Double with 2 StudsCatalog: Parts: Slope, Curved4211321 or 4618542
",6,7070
6192,"Reddish Brown Slope, Curved 2 x 4 DoubleCatalog: Parts: Slope, Curved4218742
",2,7070
3941,"Trans-Yellow Brick, Round 2 x 2 with Axle HoleCatalog: Parts: Brick, Round6273155 or 611644
",1,7070
2335pb008,"White Flag 2 x 2 Square with Skull and Crossbones (Eye Patch) PatternCatalog: Parts: Flag, DecoratedPart Color Code Missing
",1,7070
4j013," Pirates - Jolly Jack CrowCatalog: Minifigures: 4 Juniors: Pirates
",1,7070
