reference_number,color_and_brick,quantity,set_number
8119stk01," Sticker Sheet for Set 8119 - (64969/4540214)Catalog: Parts: Sticker Sheet4540214
",1,8119
2436,"Black Bracket 1 x 2 - 1 x 4Catalog: Parts: Bracket243626 or 4282746
",2,8119
3010,"Black Brick 1 x 4Catalog: Parts: Brick301026
",2,8119
6231,"Black Panel 1 x 1 x 1 CornerCatalog: Parts: Panel4106347
",2,8119
3024,"Black Plate 1 x 1Catalog: Parts: Plate302426
",2,8119
3023,"Black Plate 1 x 2Catalog: Parts: Plate302326
",1,8119
3710,"Black Plate 1 x 4Catalog: Parts: Plate371026
",1,8119
3022,"Black Plate 2 x 2Catalog: Parts: Plate302226
",1,8119
2420,"Black Plate 2 x 2 CornerCatalog: Parts: Plate242026
",2,8119
3020,"Black Plate 2 x 4Catalog: Parts: Plate302026
",1,8119
3795,"Black Plate 2 x 6Catalog: Parts: Plate379526
",1,8119
3070b,"Black Tile 1 x 1 with GrooveCatalog: Parts: Tile307026
",2,8119
3068b,"Black Tile 2 x 2 with GrooveCatalog: Parts: Tile306826
",2,8119
30028,"Black Tire 14mm D. x 9mm Smooth Small Wide SlickCatalog: Parts: Tire & Tread3002826 or 4508215
",4,8119
3788,"Black Vehicle, Mudguard 2 x 4 with Arch StuddedCatalog: Parts: Vehicle, Mudguard4195378
",1,8119
44674,"Black Vehicle, Mudguard 2 x 4 with Headlights OverhangCatalog: Parts: Vehicle, Mudguard4186773 or 4298011
",1,8119
64225,"Black Wedge 4 x 3 No StudsCatalog: Parts: Wedge6009018 or 4539743
",2,8119
30027b,"Black Wheel  8mm D. x 9mm for Slicks, Hole Notched for Wheels Holder PinCatalog: Parts: Wheel4186769
",4,8119
4070,"Dark Bluish Gray Brick, Modified 1 x 1 with HeadlightCatalog: Parts: Brick, Modified4211044
",2,8119
3021,"Dark Bluish Gray Plate 2 x 3Catalog: Parts: Plate4211043
",1,8119
3795,"Dark Bluish Gray Plate 2 x 6Catalog: Parts: Plate4211002
",1,8119
3031,"Dark Bluish Gray Plate 4 x 4Catalog: Parts: Plate4211089 or 4243831
",1,8119
6157,"Dark Bluish Gray Plate, Modified 2 x 2 with Wheels Holder Wide and HoleCatalog: Parts: Plate, Modified4210909
",2,8119
54200,"Lime Slope 30 1 x 1 x 2/3Catalog: Parts: Slope4298015 or 4504372
",2,8119
3069b,"Lime Tile 1 x 2 with GrooveCatalog: Parts: Tile4164025 or 4500125
",3,8119
2431,"Lime Tile 1 x 4Catalog: Parts: Tile4164021
",1,8119
3023,"Yellow Plate 1 x 2Catalog: Parts: Plate302324
",1,8119
3022,"Yellow Plate 2 x 2Catalog: Parts: Plate4613978 or 302224
",1,8119
3020,"Yellow Plate 2 x 4Catalog: Parts: Plate302024
",1,8119
3070b,"Black Tile 1 x 1 with GrooveCatalog: Parts: Tile307026
",1,8119
54200,"Lime Slope 30 1 x 1 x 2/3Catalog: Parts: Slope4298015 or 4504372
",1,8119
