reference_number,color_and_brick,quantity,set_number
6949stk01," Sticker Sheet for Set 6949 - (168275)Catalog: Parts: Sticker Sheet
",1,6949
3455,"Black Arch 1 x 6Catalog: Parts: Arch345526
",1,6949
4221,"Black Arm Grab JawCatalog: Parts: ArmPart Color Code Missing
",2,6949
4220,"Black Arm Grab Jaw HolderCatalog: Parts: ArmPart Color Code Missing
",1,6949
6048b,"Black Arm Piece with Pin, 2 Fingers and Finger GroovesCatalog: Parts: ArmPart Color Code Missing
",1,6949
4735,"Black Bar 1 x 3 with Clip and Stud Receptacle (Robot Arm)Catalog: Parts: Bar4141580
",2,6949
4598,"Black Bracket 3 x 2 - 2 x 2 Inverted (Space Seat)Catalog: Parts: Bracket6021678
",1,6949
3004,"Black Brick 1 x 2Catalog: Parts: Brick300426
",4,6949
3622,"Black Brick 1 x 3Catalog: Parts: Brick362226
",4,6949
3010,"Black Brick 1 x 4Catalog: Parts: Brick301026
",5,6949
3009,"Black Brick 1 x 6Catalog: Parts: Brick300926
",4,6949
3008,"Black Brick 1 x 8Catalog: Parts: Brick300826
",1,6949
3003,"Black Brick 2 x 2Catalog: Parts: Brick300326
",3,6949
2357,"Black Brick 2 x 2 CornerCatalog: Parts: Brick235726
",8,6949
3002,"Black Brick 2 x 3Catalog: Parts: Brick300226
",2,6949
2458,"Black Brick, Modified 1 x 2 with PinCatalog: Parts: Brick, Modified6116990
",4,6949
4595,"Black Brick, Modified 1 x 2 x 2/3 with Studs on SidesCatalog: Parts: Brick, Modified4190471 or 4523339
",4,6949
4730,"Black Brick, Modified 2 x 2 with Pin and No Axle HoleCatalog: Parts: Brick, ModifiedPart Color Code Missing
",4,6949
2462,"Black Brick, Modified Facet 3 x 3Catalog: Parts: Brick, Modified4189116
",2,6949
2464,"Black Brick, Modified Facet 3 x 3 x 2 BottomCatalog: Parts: Brick, ModifiedPart Color Code Missing
",4,6949
4591,"Black Brick, Round 2 x 2 x 2 with FinsCatalog: Parts: Brick, RoundPart Color Code Missing
",1,6949
4346px15,"Black Container, Box 2 x 2 x 2 Door with Slot and Spyrius PatternCatalog: Parts: Container, DecoratedPart Color Code Missing
",1,6949
3475b,"Black Engine, Smooth Small, 1 x 2 Side Plate with Axle HoldersCatalog: Parts: Aircraft347526
",2,6949
4315,"Black Hinge Vehicle Roof Holder 1 x 4Catalog: Parts: HingePart Color Code Missing
",1,6949
73092,"Black Magnet CylindricalCatalog: Parts: Magnet73092
",2,6949
2609a,"Black Magnet Holder Tile 2 x 2 - Short ArmsCatalog: Parts: MagnetPart Color Code Missing
",1,6949
