reference_number,color_and_brick,quantity,set_number
2817,"Black Plate, Modified 2 x 2 with Pin HolesCatalog: Parts: Plate, Modified281726
",1,4338
4073,"Black Plate, Round 1 x 1Catalog: Parts: Plate, Round614126
",2,4338
32062,"Black Technic, Axle  2L NotchedCatalog: Parts: Technic, Axle3206226 or 4109810
",1,4338
47676,"Dark Purple Container, X-Pod Bottom Cap 9 x 9 x 1Catalog: Parts: Container4255414
",1,4338
47675,"Dark Purple Container, X-Pod Top Cap 9 x 9 x 1 1/3Catalog: Parts: Container4255421
",1,4338
3960,"Dark Purple Dish 4 x 4 Inverted (Radar) with Solid StudCatalog: Parts: Dish4260621
",1,4338
30553,"Dark Purple Hinge Cylinder 1 x 2 Locking with 2 Fingers, 9 Teeth and Axle Hole on Ends with SlotsCatalog: Parts: Hinge4260623
",1,4338
44302a,"Dark Purple Hinge Plate 1 x 2 Locking with 2 Fingers on End and 9 Teeth with Bottom GrooveCatalog: Parts: Hinge4255411
",4,4338
3023,"Dark Purple Plate 1 x 2Catalog: Parts: Plate4655695 or 4224858
",1,4338
3710,"Dark Purple Plate 1 x 4Catalog: Parts: Plate6167464 or 4225140
",2,4338
3020,"Dark Purple Plate 2 x 4Catalog: Parts: Plate6030277 or 4224862
",1,4338
54200,"Dark Purple Slope 30 1 x 1 x 2/3Catalog: Parts: Slope4255409 or 4567509
",1,4338
4286,"Dark Purple Slope 33 3 x 1Catalog: Parts: Slope6331924 or 6264053 or 4225012 or 4567508
",2,4338
3048c,"Dark Purple Slope 45 2 x 1 Triple with Inside BarCatalog: Parts: Slope4224869
",2,4338
32064c,"Dark Purple Technic, Brick 1 x 2 with Axle Hole (+ Shape) and Inside Side SupportsCatalog: Parts: Technic, BrickPart Color Code Missing
",4,4338
2436,"Lime Bracket 1 x 2 - 1 x 4Catalog: Parts: Bracket4282738
",1,4338
44301a,"Lime Hinge Plate 1 x 2 Locking with 1 Finger on End with Bottom GrooveCatalog: Parts: Hinge4213303
",1,4338
44567a,"Lime Hinge Plate 1 x 2 Locking with 1 Finger on Side with Bottom GrooveCatalog: Parts: Hinge4213296
",4,4338
3024,"Lime Plate 1 x 1Catalog: Parts: Plate4621557 or 4261450
",2,4338
3023,"Lime Plate 1 x 2Catalog: Parts: Plate4164037
",2,4338
3022,"Lime Plate 2 x 2Catalog: Parts: Plate4613977 or 4203892 or 4537937
",1,4338
2420,"Lime Plate 2 x 2 CornerCatalog: Parts: Plate4210207 or 4633822
",2,4338
3749,"Tan Technic, Axle  1L with Pin without Friction Ridges LengthwiseCatalog: Parts: Technic, Axle4666579 or 65625 or 4186017
",2,4338
47674,"Trans-Medium Purple Container, X-Pod Barrel Section 10 x 10 x 3 1/3Catalog: Parts: Container4260643
",1,4338
4740,"Trans-Neon Green Dish 2 x 2 Inverted (Radar)Catalog: Parts: Dish6245297 or 4112517 or 3006349
",1,4338
4073,"Trans-Neon Green Plate, Round 1 x 1Catalog: Parts: Plate, Round6240223 or 3005749
",2,4338
43898,"White Dish 3 x 3 Inverted (Radar)Catalog: Parts: Dish4179580
",1,4338
49668,"White Plate, Modified 1 x 1 with Tooth HorizontalCatalog: Parts: Plate, Modified4224792
",2,4338
54200,"White Slope 30 1 x 1 x 2/3Catalog: Parts: Slope4244370 or 4504369
",2,4338
4073,"Black Plate, Round 1 x 1Catalog: Parts: Plate, Round614126
",1,4338
4073,"Trans-Neon Green Plate, Round 1 x 1Catalog: Parts: Plate, Round6240223 or 3005749
",1,4338
32064b,"Dark Purple Technic, Brick 1 x 2 with Axle Hole (x Shape)Catalog: Parts: Technic, Brick4261363
",4,4338
