reference_number,color_and_brick,quantity,set_number
41855,"Black Slope, Curved 2 x 2 x 2/3 with Two Studs and Curved Sides, Lip EndCatalog: Parts: Slope, Curved4184809
",4,7251
4150,"Black Tile, Round 2 x 2Catalog: Parts: Tile, Round415026
",1,7251
3001,"Dark Bluish Gray Brick 2 x 4Catalog: Parts: Brick4211085
",1,7251
6246f,"Dark Bluish Gray Minifigure, Utensil Tool Oil Can - Smooth HandleCatalog: Parts: Minifigure, Utensil4250111
",1,7251
3020,"Dark Bluish Gray Plate 2 x 4Catalog: Parts: Plate4211065
",1,7251
3795,"Dark Bluish Gray Plate 2 x 6Catalog: Parts: Plate4211002
",1,7251
41539,"Dark Bluish Gray Plate 8 x 8Catalog: Parts: Plate4210802
",1,7251
30157,"Dark Bluish Gray Plate, Modified 2 x 4 with Pins and Thin Angled SupportsCatalog: Parts: Plate, Modified4210682 or 4509884
",1,7251
2877,"Light Bluish Gray Brick, Modified 1 x 2 with Grille / Fluted ProfileCatalog: Parts: Brick, Modified4211383
",2,7251
2429c01(inv),"Light Bluish Gray Hinge Plate 1 x 4 Swivel (2429 / 2430)Catalog: Parts: Hinge6102769 or 4219256
",1,7251
4864b,"Light Bluish Gray Panel 1 x 2 x 2 - Hollow StudsCatalog: Parts: Panel4211576
",2,7251
3666,"Light Bluish Gray Plate 1 x 6Catalog: Parts: Plate4211438
",2,7251
2412b,"Light Bluish Gray Tile, Modified 1 x 2 Grille with Bottom Groove / LipCatalog: Parts: Tile, Modified4211350
",5,7251
3403c01(inv),"Light Bluish Gray Turntable 4 x 4 Square Base with Same Color Turntable 4 x 4 Top (3403 / 3404)Catalog: Parts: Turntable4218349
",1,7251
3684a,"Reddish Brown Slope 75 2 x 2 x 3 - Hollow StudsCatalog: Parts: Slope4250112
",2,7251
3700,"Reddish Brown Technic, Brick 1 x 2 with HoleCatalog: Parts: Technic, Brick4211252
",2,7251
2540,"Tan Plate, Modified 1 x 2 with Bar Handle on Side - Free EndsCatalog: Parts: Plate, Modified4125271 or 4140593
",2,7251
3039,"Tan Slope 45 2 x 2Catalog: Parts: Slope4114322
",1,7251
3941,"Trans-Clear Brick, Round 2 x 2 with Axle HoleCatalog: Parts: Brick, Round6273152 or 4143346
",1,7251
sw0139(inv)," Anakin Skywalker with Black Right Hand (without Hair)Catalog: Minifigures: Star Wars: Star Wars Episode 3
",1,7251
sw0138(inv)," Darth Vader Episode 3 without CapeCatalog: Minifigures: Star Wars: Star Wars Episode 3
",1,7251
sw0144(inv)," Medical DroidCatalog: Minifigures: Star Wars: Star Wars Episode 3
",1,7251
4740,"Dark Bluish Gray Dish 2 x 2 Inverted (Radar)Catalog: Parts: Dish4211010
",1,7251
2412b,"Light Bluish Gray Tile, Modified 1 x 2 Grille with Bottom Groove / LipCatalog: Parts: Tile, Modified4211350
",1,7251
30377,"Tan Arm Mechanical, Battle DroidCatalog: Parts: Minifigure, Body Part6330119 or 4261885
",1,7251
3666,"Light Gray Plate 1 x 6Catalog: Parts: Plate366602
",2,7251
