reference_number,color_and_brick,quantity,set_number
30374,"Black Bar   4L (Lightsaber Blade / Wand)Catalog: Parts: Bar6116604 or 3037426 or 4140303
",1,7200
3005,"Black Brick 1 x 1Catalog: Parts: Brick300526
",4,7200
2456,"Black Brick 2 x 6Catalog: Parts: Brick245626 or 4181144
",1,7200
4460a,"Black Slope 75 2 x 1 x 3 - Open StudCatalog: Parts: Slope446026
",2,7200
4854,"Black Slope, Inverted 45 4 x 4 DoubleCatalog: Parts: Slope, Inverted4643321 or 4603490 or 485426
",1,7200
6636,"Black Tile 1 x 6Catalog: Parts: Tile663626
",1,7200
3068b,"Black Tile 2 x 2 with GrooveCatalog: Parts: Tile306826
",1,7200
3680c01(inv),"Black Turntable 2 x 2 Plate with Light Gray Top (3680 / 3679)Catalog: Parts: TurntablePart Color Code Missing
",1,7200
64567,"Chrome Silver Minifigure, Weapon Lightsaber Hilt StraightCatalog: Parts: Minifigure, Weapon4124050
",1,7200
3004,"Dark Gray Brick 1 x 2Catalog: Parts: Brick4113909
",1,7200
3023,"Dark Gray Plate 1 x 2Catalog: Parts: Plate4111983
",2,7200
3958,"Dark Gray Plate 6 x 6Catalog: Parts: Plate4121924
",1,7200
3069bps1,"Light Gray Tile 1 x 2 with Groove with SW Computer PatternCatalog: Parts: Tile, DecoratedPart Color Code Missing
",2,7200
30366pb02,"Trans-Black Windscreen 3 x 6 x 5 Bubble with SW 8 Spoke Radial Light Gray Thin Lines PatternCatalog: Parts: Windscreen, Decorated4124140
",1,7200
30374,"Trans-Red Bar   4L (Lightsaber Blade / Wand)Catalog: Parts: Bar6167284 or 4124108
",1,7200
sw0004(inv)," Darth Vader (Light Gray Head)Catalog: Minifigures: Star Wars: Star Wars Episode 4/5/6
",1,7200
sw0041(inv)," Emperor Palpatine - Yellow Head, Yellow HandsCatalog: Minifigures: Star Wars: Star Wars Episode 4/5/6
",1,7200
64567,"Chrome Silver Minifigure, Weapon Lightsaber Hilt StraightCatalog: Parts: Minifigure, Weapon4124050
",1,7200
