reference_number,color_and_brick,quantity,set_number
32062,"Black Technic, Axle  2L NotchedCatalog: Parts: Technic, Axle3206226 or 4109810
",6,7255
3737,"Black Technic, Axle 10LCatalog: Parts: Technic, Axle373726
",1,7255
2780,"Black Technic, Pin with Friction Ridges Lengthwise, Staggered, with or without Center SlotsCatalog: Parts: Technic, Pin6279875 or 4121715 or 278026
",4,7255
30162,"Dark Bluish Gray Minifigure, Utensil Binoculars TownCatalog: Parts: Minifigure, Utensil4587887 or 4211051
",4,7255
30031,"Dark Bluish Gray Minifigure, Utensil HandlebarsCatalog: Parts: Minifigure, Utensil4261908
",1,7255
30228,"Dark Bluish Gray Minifigure, Utensil Tool Motor Hammer (Jackhammer)Catalog: Parts: Minifigure, Utensil4261117
",4,7255
2540,"Dark Bluish Gray Plate, Modified 1 x 2 with Bar Handle on Side - Free EndsCatalog: Parts: Plate, Modified4210660
",1,7255
3176,"Dark Bluish Gray Plate, Modified 2 x 3 with HoleCatalog: Parts: Plate, Modified4225733
",1,7255
varactyl(inv),"Dark Green Varactyl, Star Wars (Boga)Catalog: Parts: Animal, LandPart Color Code Missing
",1,7255
30377,"Light Bluish Gray Arm Mechanical, Battle DroidCatalog: Parts: Minifigure, Body Part6319333 or 4211658
",1,7255
30374,"Light Bluish Gray Bar   4L (Lightsaber Blade / Wand)Catalog: Parts: Bar6116608 or 4211628
",2,7255
4095,"Light Bluish Gray Bar   6.6L with Stop Ring (Patio Umbrella Stand)Catalog: Parts: Bar4533908 or 4211887
",2,7255
x240,"Light Bluish Gray Bionicle Ball Joint 5 x 7 Arm with dual axle hole at 90 degreesCatalog: Parts: Bionicle4291514
",4,7255
64567,"Light Bluish Gray Minifigure, Weapon Lightsaber Hilt StraightCatalog: Parts: Minifigure, Weapon4581155 or 4539481 or 4212074
",5,7255
4073,"Light Bluish Gray Plate, Round 1 x 1Catalog: Parts: Plate, Round4211525
",1,7255
4032,"Light Bluish Gray Plate, Round 2 x 2 with Axle HoleCatalog: Parts: Plate, Round4211475
",2,7255
3713,"Light Bluish Gray Technic BushCatalog: Parts: Technic6275844 or 4211622
",2,7255
4265c,"Light Bluish Gray Technic Bush 1/2 SmoothCatalog: Parts: Technic6271165 or 4211573
",2,7255
42003,"Pearl Light Gray Technic, Axle and Pin Connector Perpendicular 3L with 2 Pin HolesCatalog: Parts: Technic, Connector4194025
",2,7255
32174,"Pearl Light Gray Technic, Axle Connector 2 x 3 with Ball Joint Socket, Open SidesCatalog: Parts: Technic, Connector4192711
",2,7255
32039,"Pearl Light Gray Technic, Axle Connector with Axle HoleCatalog: Parts: Technic, Connector4177427 or 4255607
",1,7255
x169,"Reddish Brown Minifigure, Utensil Stretcher Holder FlexibleCatalog: Parts: Minifigure, Utensil4260500
",1,7255
4865,"Reddish Brown Panel 1 x 2 x 1Catalog: Parts: Panel4245463 or 4616702 or 4541240
",2,7255
2555,"Reddish Brown Tile, Modified 1 x 1 with ClipCatalog: Parts: Tile, Modified6030720 or 4255554
",2,7255
2432,"Reddish Brown Tile, Modified 1 x 2 with Bar HandleCatalog: Parts: Tile, Modified4211219
",1,7255
4598,"Sand Blue Bracket 3 x 2 - 2 x 2 Inverted (Space Seat)Catalog: Parts: Bracket4265058
",1,7255
32174,"Sand Blue Technic, Axle Connector 2 x 3 with Ball Joint Socket, Open SidesCatalog: Parts: Technic, Connector4198400 or 4265059
",4,7255
50990pb02,"Trans-Clear Dish 10 x 10 Inverted (Radar) with Serrated Blades PatternCatalog: Parts: Dish, DecoratedPart Color Code Missing
",2,7255
30374,"Trans-Light Blue Bar   4L (Lightsaber Blade / Wand)Catalog: Parts: Bar6170187 or 4124073
",3,7255
30374,"Trans-Neon Green Bar   4L (Lightsaber Blade / Wand)Catalog: Parts: Bar6170186 or 4124054
",2,7255
sw0134(inv)," General Grievous - Straight Legs, CapeCatalog: Minifigures: Star Wars: Star Wars Episode 3
",1,7255
sw0135(inv)," Obi-Wan Kenobi (Dark Orange Legs)Catalog: Minifigures: Star Wars: Star Wars Episode 3
",1,7255
2780,"Black Technic, Pin with Friction Ridges Lengthwise, Staggered, with or without Center SlotsCatalog: Parts: Technic, Pin6279875 or 4121715 or 278026
",1,7255
30377,"Light Bluish Gray Arm Mechanical, Battle DroidCatalog: Parts: Minifigure, Body Part6319333 or 4211658
",1,7255
64567,"Light Bluish Gray Minifigure, Weapon Lightsaber Hilt StraightCatalog: Parts: Minifigure, Weapon4581155 or 4539481 or 4212074
",1,7255
4073,"Light Bluish Gray Plate, Round 1 x 1Catalog: Parts: Plate, Round4211525
",1,7255
3713,"Light Bluish Gray Technic BushCatalog: Parts: Technic6275844 or 4211622
",1,7255
4265c,"Light Bluish Gray Technic Bush 1/2 SmoothCatalog: Parts: Technic6271165 or 4211573
",1,7255
4032b,"Light Bluish Gray Plate, Round 2 x 2 with Axle Hole (x Shape)Catalog: Parts: Plate, Round4211475
",2,7255
42003,"Light Bluish Gray Technic, Axle and Pin Connector Perpendicular 3L with 2 Pin HolesCatalog: Parts: Technic, Connector6273724 or 4211779
",2,7255
