reference_number,color_and_brick,quantity,set_number
4592c02(inv),"Black Antenna Small Base with Black LeverCatalog: Parts: Antenna73587
",2,6886
4873,"Black Bar 1 x 6 with Open StudsCatalog: Parts: BarPart Color Code Missing
",1,6886
3001,"Black Brick 2 x 4Catalog: Parts: Brick300126
",1,6886
4733,"Black Brick, Modified 1 x 1 with Studs on 4 SidesCatalog: Parts: Brick, Modified473326
",2,6886
4276b," Black Hinge Plate 1 x 2 with 2 Fingers - Hollow StudsCatalog: Parts: HingePart Color Code Missing
",2,6886
4275b," Black Hinge Plate 1 x 2 with 3 Fingers - Hollow StudsCatalog: Parts: HingePart Color Code Missing
",2,6886
4865,"Black Panel 1 x 2 x 1Catalog: Parts: Panel6146220 or 486526
",4,6886
2362apb04L,"Black Panel 1 x 2 x 3 - Solid Studs with Space Police I Logo Pattern Model Left SideCatalog: Parts: Panel, DecoratedPart Color Code Missing
",1,6886
2362apb04R,"Black Panel 1 x 2 x 3 - Solid Studs with Space Police I Logo Pattern Model Right SideCatalog: Parts: Panel, DecoratedPart Color Code Missing
",1,6886
2468pb02,"Black Panel 3 x 3 x 6 Corner Convex with Space Police I Logo Pattern Model Left SideCatalog: Parts: Panel, DecoratedPart Color Code Missing
",1,6886
2468pb03,"Black Panel 3 x 3 x 6 Corner Convex with Space Police I Logo Pattern Model Right SideCatalog: Parts: Panel, DecoratedPart Color Code Missing
",1,6886
3024,"Black Plate 1 x 1Catalog: Parts: Plate302426
",6,6886
3023,"Black Plate 1 x 2Catalog: Parts: Plate302326
",1,6886
3623,"Black Plate 1 x 3Catalog: Parts: Plate362326
",3,6886
3710,"Black Plate 1 x 4Catalog: Parts: Plate371026
",2,6886
3666,"Black Plate 1 x 6Catalog: Parts: Plate366626
",4,6886
3460,"Black Plate 1 x 8Catalog: Parts: Plate346026
",2,6886
3022,"Black Plate 2 x 2Catalog: Parts: Plate302226
",2,6886
3020,"Black Plate 2 x 4Catalog: Parts: Plate302026
",2,6886
3794a,"Black Plate, Modified 1 x 2 with 1 Stud without Groove (Jumper)Catalog: Parts: Plate, Modified379426
",6,6886
4623a,"Black Plate, Modified 1 x 2 with Bar Arm Up (Horizontal Arm 6mm)Catalog: Parts: Plate, Modified462326
",2,6886
