reference_number,color_and_brick,quantity,set_number
32828,"Black Bar   1L with 1 x 1 Round Plate with Hollow StudCatalog: Parts: Bar6196548
",2,10281
99207,"Black Bracket 1 x 2 - 2 x 2 InvertedCatalog: Parts: Bracket6000650
",1,10281
3021,"Black Plate 2 x 3Catalog: Parts: Plate302126
",2,10281
2445,"Black Plate 2 x 12Catalog: Parts: Plate244526
",4,10281
60478,"Black Plate, Modified 1 x 2 with Bar Handle on End - Closed EndsCatalog: Parts: Plate, Modified4515368
",4,10281
2476,"Black Plate, Modified 2 x 2 with Pin on BottomCatalog: Parts: Plate, Modified6328479
",4,10281
15068,"Black Slope, Curved 2 x 2Catalog: Parts: Slope, Curved6053077
",24,10281
87079,"Black Tile 2 x 4Catalog: Parts: Tile4560182
",12,10281
30028,"Black Tire 14mm D. x 9mm Smooth Small Wide SlickCatalog: Parts: Tire & Tread3002826 or 4508215
",4,10281
2417,"Bright Green Plant Leaves 6 x 5Catalog: Parts: Plant6266964 or 4129872
",10,10281
4032,"Bright Green Plate, Round 2 x 2 with Axle HoleCatalog: Parts: Plate, Round4184901 or 6138624
",3,10281
33320,"Bright Pink FrogCatalog: Parts: Animal, Land6327825
",100,10281
4477,"Dark Bluish Gray Plate 1 x 10Catalog: Parts: Plate4257526
",4,10281
87609,"Dark Bluish Gray Plate, Modified 2 x 6 x 2/3 with 4 Studs on SideCatalog: Parts: Plate, Modified6138633
",6,10281
37352,"Dark Bluish Gray Slope, Curved 1 x 2 x 1Catalog: Parts: Slope, Curved6302690
",1,10281
11214,"Dark Bluish Gray Technic, Axle  1L with Pin 2L with Friction Ridges LengthwiseCatalog: Parts: Technic, Axle6015356
",6,10281
43892,"Dark Brown Elephant Tail / TrunkCatalog: Parts: Animal, Body Part6171006 or 6109328
",2,10281
3023,"Dark Brown Plate 1 x 2Catalog: Parts: Plate6058221
",7,10281
3460,"Dark Brown Plate 1 x 8Catalog: Parts: Plate4519946
",14,10281
3795,"Dark Brown Plate 2 x 6Catalog: Parts: Plate4518687
",2,10281
63868,"Dark Brown Plate, Modified 1 x 2 with Clip on End (Horizontal Grip)Catalog: Parts: Plate, Modified6347286 or 6141589
",6,10281
4032,"Dark Brown Plate, Round 2 x 2 with Axle HoleCatalog: Parts: Plate, Round4623298
",15,10281
60477,"Dark Brown Slope 18 4 x 1Catalog: Parts: Slope4519742
",4,10281
11477,"Dark Brown Slope, Curved 2 x 1Catalog: Parts: Slope, Curved6046943
",8,10281
93606,"Dark Brown Slope, Curved 4 x 2Catalog: Parts: Slope, Curved6032854
",1,10281
32064,"Dark Brown Technic, Brick 1 x 2 with Axle HoleCatalog: Parts: Technic, Brick6272144
",3,10281
66956,"Dark Brown Wedge 2 x 2 x 2/3 Pointed with Stud NotchesCatalog: Parts: Wedge6308903
",2,10281
32606,"Dark Pink Friends Accessories Flower with 7 Thick Petals and PinCatalog: Parts: Friends6206151
",40,10281
3036,"Dark Tan Plate 6 x 8Catalog: Parts: Plate4251796
",2,10281
11213,"Dark Tan Plate, Round 6 x 6 with HoleCatalog: Parts: Plate, Round6166127
",1,10281
98138,"Dark Tan Tile, Round 1 x 1Catalog: Parts: Tile, Round6322841
",50,10281
99781,"Dark Turquoise Bracket 1 x 2 - 1 x 2Catalog: Parts: Bracket6249418
",1,10281
96874,"Dark Turquoise Brick and Axle SeparatorCatalog: Parts: Accessory, Human Tool6254100
",1,10281
18654,"Dark Turquoise Technic, Liftarm Thick 1 x 1 - [Formerly Connector Pin Round (1L Spacer)]Catalog: Parts: Technic, Liftarm6295149
",4,10281
32607,"Green Plant Plate, Round 1 x 1 with 3 LeavesCatalog: Parts: Plant6229130
",33,10281
26047,"Green Plate, Round 1 x 1 with Bar Handle on Side - Closed EndsCatalog: Parts: Plate, Round6253140
",10,10281
24866,"Green Plate, Round 1 x 1 with Flower Edge (5 Petals)Catalog: Parts: Plate, Round6135287
",10,10281
35480,"Green Plate, Round 1 x 2 with 2 Open StudsCatalog: Parts: Plate, Round6210271
",20,10281
3005,"Light Bluish Gray Brick 1 x 1Catalog: Parts: Brick4211389
",4,10281
30414,"Light Bluish Gray Brick, Modified 1 x 4 with Studs on SideCatalog: Parts: Brick, Modified4211636
",10,10281
3623,"Light Bluish Gray Plate 1 x 3Catalog: Parts: Plate4211429 or 3623194
",4,10281
99206,"Light Bluish Gray Plate, Modified 2 x 2 x 2/3 with 2 Studs on SideCatalog: Parts: Plate, Modified4654577
",2,10281
98138,"Light Nougat Tile, Round 1 x 1Catalog: Parts: Tile, Round6315196 or 6056616
",50,10281
92280,"Medium Nougat Plate, Modified 1 x 2 with Clip on TopCatalog: Parts: Plate, Modified6295466
",4,10281
98138,"Medium Nougat Tile, Round 1 x 1Catalog: Parts: Tile, Round6284589 or 6055383
",50,10281
98138,"Olive Green Tile, Round 1 x 1Catalog: Parts: Tile, Round6284595 or 6047015
",50,10281
32062,"Red Technic, Axle  2L NotchedCatalog: Parts: Technic, Axle4142865
",4,10281
88292,"Reddish Brown Arch 1 x 3 x 2Catalog: Parts: Arch6186577
",2,10281
30099,"Reddish Brown Arch 1 x 5 x 4 InvertedCatalog: Parts: Arch6097417
",2,10281
