reference_number,color_and_brick,quantity,set_number
multistk0013," Sticker Sheet for Sets 1788, 6256, 6264, 6278, and 6292 - (822070)Catalog: Parts: Sticker Sheet
",2,6256
2339,"Black Arch 1 x 5 x 4 - Continuous BowCatalog: Parts: Arch6075062 or 4519925 or 4159140
",4,6256
6108,"Black Arch 1 x 12 x 3Catalog: Parts: Arch610826
",2,6256
4318,"Black Boat, Mast 2 x 2 x 9 2/3 Bar with Slot on Top and 2 Finger Hinge on Two SidesCatalog: Parts: BoatPart Color Code Missing
",1,6256
2375,"Black Hinge Bar 12L with 3 Fingers and Open End StudCatalog: Parts: HingePart Color Code Missing
",1,6256
4319,"Black Hinge Bar 8L with 3 Fingers and Open End StudCatalog: Parts: HingePart Color Code Missing
",1,6256
3032,"Black Plate 4 x 6Catalog: Parts: Plate303226
",1,6256
6019,"Black Plate, Modified 1 x 1 with U Clip (Horizontal Grip)Catalog: Parts: Plate, Modified601926
",2,6256
2419,"Black Wedge, Plate 3 x 6 Cut CornersCatalog: Parts: Wedge, Plate241926
",2,6256
4497,"Brown Minifigure, Weapon Pike / Spear - Round EndCatalog: Parts: Minifigure, WeaponPart Color Code Missing
",3,6256
6028,"Green Alligator / Crocodile / Dragon / Dinosaur TailCatalog: Parts: Animal, Body Part602828
",1,6256
6027,"Green Alligator / Crocodile / Dragon Upper Jaw / Dinosaur TongueCatalog: Parts: Animal, Body Part602728
",1,6256
6026,"Green Alligator / Crocodile Middle with 4 Lower TeethCatalog: Parts: Animal, Body Part602628
",1,6256
3957,"Red Antenna 4H - Round TopCatalog: Parts: Antenna4280153
",1,6256
2546p01,"Red Bird, Parrot with Small Beak with Green and Yellow Feathers, White Face and Yellow Beak PatternCatalog: Parts: Animal, AirPart Color Code Missing
",2,6256
6021,"Red Boat, CanoeCatalog: Parts: Boat6054975
",2,6256
3941,"Red Brick, Round 2 x 2 with Axle HoleCatalog: Parts: Brick, Round614321
",1,6256
2542,"Red Minifigure, Utensil Oar / PaddleCatalog: Parts: Minifigure, UtensilPart Color Code Missing
",1,6256
3023,"Red Plate 1 x 2Catalog: Parts: Plate302321
",2,6256
6019,"Red Plate, Modified 1 x 1 with U Clip (Horizontal Grip)Catalog: Parts: Plate, Modified601921
",3,6256
4085c,"Red Plate, Modified 1 x 1 with U Clip Thick (Vertical Grip)Catalog: Parts: Plate, Modified408521
",1,6256
2540,"Red Plate, Modified 1 x 2 with Bar Handle on Side - Free EndsCatalog: Parts: Plate, Modified254021 or 4140585
",1,6256
4073,"Red Plate, Round 1 x 1Catalog: Parts: Plate, Round614121
",2,6256
2555,"Red Tile, Modified 1 x 1 with ClipCatalog: Parts: Tile, Modified6030717 or 255521
",1,6256
3024,"Trans-Dark Blue Plate 1 x 1Catalog: Parts: Plate6252044 or 302443 or 4247000 or 4266417
",1,6256
6029a,"White Cattle HornsCatalog: Parts: Animal, Body PartPart Color Code Missing
",4,6256
sailbb10,"White Cloth Sail Triangular Curved with Islander PatternCatalog: Parts: ClothPart Color Code Missing
",1,6256
2586px10,"White Minifigure, Shield Ovoid with Islanders Mask PatternCatalog: Parts: Minifigure, ShieldPart Color Code Missing
",1,6256
4150px15,"White Tile, Round 2 x 2 with Zebra Stripes PatternCatalog: Parts: Tile, Round, DecoratedPart Color Code Missing
",1,6256
3062b,"Yellow Brick, Round 1 x 1 Open StudCatalog: Parts: Brick, Round306224
",2,6256
3460,"Yellow Plate 1 x 8Catalog: Parts: Plate346024
",2,6256
4623a,"Yellow Plate, Modified 1 x 2 with Bar Arm Up (Horizontal Arm 6mm)Catalog: Parts: Plate, Modified4501109
",3,6256
3680c01(inv),"Yellow Turntable 2 x 2 Plate with Light Gray Top (3680 / 3679)Catalog: Parts: TurntablePart Color Code Missing
",1,6256
pi066(inv)," Islander, FemaleCatalog: Minifigures: Pirates: Pirates I: Islanders
",1,6256
pi068(inv)," Islander, King KahukaCatalog: Minifigures: Pirates: Pirates I: Islanders
",1,6256
6026c01(inv),"Green Alligator / Crocodile with 8 TeethCatalog: Parts: Animal, WaterPart Color Code Missing
",1,6256
6021pb01,"Red Boat, Canoe with Islanders Pattern on Both Sides (Stickers) - Sets 1788 / 6256 / 6264 / 6278 / 6292Catalog: Parts: BoatPart Color Code Missing
",2,6256
