reference_number,color_and_brick,quantity,set_number
4349,"Black Minifigure, Utensil Loudhailer / Megaphone / SW BlasterCatalog: Parts: Minifigure, Utensil434926
",2,7655
57899,"Black Minifigure, Weapon Gun, Blaster Long (SW)Catalog: Parts: Minifigure, Weapon4498712
",1,7655
58247,"Black Minifigure, Weapon Gun, Blaster Short (SW)Catalog: Parts: Minifigure, Weapon4498713
",3,7655
4599a,"Black Tap 1 x 1 with Hole in Nozzle EndCatalog: Parts: Tap459926
",2,7655
2432,"Black Tile, Modified 1 x 2 with Bar HandleCatalog: Parts: Tile, Modified243226
",1,7655
44728,"Dark Bluish Gray Bracket 1 x 2 - 2 x 2Catalog: Parts: Bracket6117972 or 6048854 or 4210893 or 4277928
",2,7655
4589,"Dark Bluish Gray Cone 1 x 1 without Top GrooveCatalog: Parts: Cone4518486 or 4529240 or 4210647
",1,7655
30304,"Dark Bluish Gray Minifigure, Utensil Binoculars SpaceCatalog: Parts: Minifigure, Utensil4211124
",1,7655
3839b,"Dark Bluish Gray Plate, Modified 1 x 2 with Bar Handles - Flat Ends, Low AttachmentCatalog: Parts: Plate, Modified4263176
",3,7655
4032b,"Dark Bluish Gray Plate, Round 2 x 2 with Axle Hole (x Shape)Catalog: Parts: Plate, Round4211042
",1,7655
2419,"Dark Bluish Gray Wedge, Plate 3 x 6 Cut CornersCatalog: Parts: Wedge, Plate4210984
",2,7655
3003,"Dark Red Brick 2 x 2Catalog: Parts: Brick4539104 or 4249850
",1,7655
3794a,"Dark Red Plate, Modified 1 x 2 with 1 Stud without Groove (Jumper)Catalog: Parts: Plate, Modified4539063 or 4176959
",2,7655
47457,"Dark Red Slope, Curved 2 x 2 x 2/3 with Two Studs and Curved SidesCatalog: Parts: Slope, Curved4218695
",2,7655
3068b,"Dark Red Tile 2 x 2 with GrooveCatalog: Parts: Tile4539105 or 4177046
",1,7655
30359b,"Light Bluish Gray Bar 1 x 8 with Brick 1 x 2 Curved Top End (Axle Holder Inside Small End)Catalog: Parts: Bar6273323 or 6259506 or 6030989 or 4258313
",2,7655
3020,"Light Bluish Gray Plate 2 x 4Catalog: Parts: Plate4211395
",1,7655
50943,"Light Bluish Gray Vehicle, Air Scoop Engine Top 2 x 2Catalog: Parts: Vehicle4259422
",3,7655
4589,"Trans-Dark Blue Cone 1 x 1 without Top GrooveCatalog: Parts: Cone4567331 or 618843
",2,7655
4070,"White Brick, Modified 1 x 1 with HeadlightCatalog: Parts: Brick, Modified407001
",4,7655
3022,"White Plate 2 x 2Catalog: Parts: Plate4613976 or 302201
",1,7655
3832,"White Plate 2 x 10Catalog: Parts: Plate383201
",1,7655
3678b,"White Slope 65 2 x 2 x 2 with Bottom TubeCatalog: Parts: Slope4234525
",2,7655
50745,"White Vehicle, Mudguard 4 x 2 1/2 x 1 2/3 with Arch RoundCatalog: Parts: Vehicle, Mudguard4259940
",1,7655
sw0126(inv)," Clone Trooper Episode 3Catalog: Minifigures: Star Wars: Star Wars Episode 3
",2,7655
sw0091(inv)," Clone Trooper Episode 3, Red Markings, 'Shock Trooper'Catalog: Minifigures: Star Wars: Star Wars Episode 3
",1,7655
sw0128a(inv)," Clone Trooper Episode 3, Yellow Markings, No Pauldron, 'Star Corps Trooper'Catalog: Minifigures: Star Wars: Star Wars Episode 3
",1,7655
4589b,"Dark Bluish Gray Cone 1 x 1 with Top GrooveCatalog: Parts: Cone4518486 or 4210647 or 4529240
",1,7655
4032,"Dark Bluish Gray Plate, Round 2 x 2 with Axle HoleCatalog: Parts: Plate, Round4211042
",1,7655
