reference_number,color_and_brick,quantity,set_number
3957b,"Black Antenna 4H - Flat TopCatalog: Parts: Antenna395726
",2,76392
87994,"Black Bar   3L (Bar Arrow)Catalog: Parts: Bar6093525 or 4566275 or 4653208
",7,76392
99780,"Black Bracket 1 x 2 - 1 x 2 InvertedCatalog: Parts: Bracket6020193
",2,76392
47905,"Black Brick, Modified 1 x 1 with Studs on 2 Sides, OppositeCatalog: Parts: Brick, Modified4214559
",2,76392
4733,"Black Brick, Modified 1 x 1 with Studs on 4 SidesCatalog: Parts: Brick, Modified473326
",12,76392
52107,"Black Brick, Modified 1 x 2 with Studs on 2 SidesCatalog: Parts: Brick, Modified4253815
",8,76392
92947,"Black Brick, Round 2 x 2 with Axle Hole and Grille / Fluted ProfileCatalog: Parts: Brick, Round6024730
",4,76392
33492,"Black Cone 1 1/2 x 1 1/2 x 2/3 TruncatedCatalog: Parts: Cone6199468
",8,76392
3626c,"Black Minifigure, Head (Plain) - Hollow StudCatalog: Parts: Minifigure, Head362626
",8,76392
89520,"Black Minifigure, Headgear Helmet Castle Closed with Eye SlitCatalog: Parts: Minifigure, Headgear6349966 or 4650900
",1,76392
3844,"Black Minifigure, Headgear Helmet Castle with Neck ProtectorCatalog: Parts: Minifigure, Headgear6037506 or 384426
",6,76392
98289,"Black Minifigure, Headgear Helmet Mining with Head LampCatalog: Parts: Minifigure, Headgear6349965
",8,76392
15071,"Black Minifigure, Weapon Gun, Blaster 1 x 2 x 2/3 with Studs on Sides and HandleCatalog: Parts: Minifigure, Weapon6051527
",4,76392
18031,"Black Minifigure, Weapon Sword, Greatsword Pointed with Thick CrossguardCatalog: Parts: Minifigure, Weapon6351360
",1,76392
18034,"Black Minifigure, Weapon Sword, Roman Gladius with Thick CrossguardCatalog: Parts: Minifigure, Weapon6349964
",20,76392
61975,"Black Minifigure, Weapon Whip CoiledCatalog: Parts: Minifigure, Weapon6224071
",2,76392
3024,"Black Plate 1 x 1Catalog: Parts: Plate302426
",4,76392
3023,"Black Plate 1 x 2Catalog: Parts: Plate302326
",10,76392
3623,"Black Plate 1 x 3Catalog: Parts: Plate362326
",2,76392
3666,"Black Plate 1 x 6Catalog: Parts: Plate366626
",16,76392
3022,"Black Plate 2 x 2Catalog: Parts: Plate302226
",26,76392
2420,"Black Plate 2 x 2 CornerCatalog: Parts: Plate242026
",4,76392
4282,"Black Plate 2 x 16Catalog: Parts: Plate428226
",8,76392
61252,"Black Plate, Modified 1 x 1 with Open O Clip (Horizontal Grip)Catalog: Parts: Plate, Modified6308000 or 4517925
",18,76392
15573,"Black Plate, Modified 1 x 2 with 1 Stud with Groove and Bottom Stud Holder (Jumper)Catalog: Parts: Plate, Modified6092585
",28,76392
44861,"Black Plate, Modified 1 x 2 with Open O Clip on TopCatalog: Parts: Plate, Modified6347310
",2,76392
34103,"Black Plate, Modified 1 x 3 with 2 Studs (Double Jumper)Catalog: Parts: Plate, Modified6199908
",2,76392
35480,"Black Plate, Round 1 x 2 with 2 Open StudsCatalog: Parts: Plate, Round6210270
",1,76392
40145,"Black Plate, Round 2 x 2 Thin with Rotation StemCatalog: Parts: Plate, Round6252373
",2,76392
4032,"Black Plate, Round 2 x 2 with Axle HoleCatalog: Parts: Plate, Round403226
",12,76392
54200,"Black Slope 30 1 x 1 x 2/3Catalog: Parts: Slope4287159 or 4504382
",2,76392
22388,"Black Slope 45 1 x 1 x 2/3 Quadruple Convex PyramidCatalog: Parts: Slope6312449
",2,76392
28192,"Black Slope 45 2 x 1 with Cutout without StudCatalog: Parts: Slope6267487
",2,76392
11477,"Black Slope, Curved 2 x 1Catalog: Parts: Slope, Curved6047276
",32,76392
6091,"Black Slope, Curved 2 x 1 x 1 1/3 with Recessed StudCatalog: Parts: Slope, Curved6184784 or 609126
",2,76392
3070b,"Black Tile 1 x 1 with GrooveCatalog: Parts: Tile307026
",6,76392
3069b,"Black Tile 1 x 2 with GrooveCatalog: Parts: Tile306926
",1,76392
63864,"Black Tile 1 x 3Catalog: Parts: Tile4558170
",6,76392
87079,"Black Tile 2 x 4Catalog: Parts: Tile4560182
",64,76392
15712,"Black Tile, Modified 1 x 1 with Open O ClipCatalog: Parts: Tile, Modified6335388 or 6066102
",3,76392
22385,"Black Tile, Modified 2 x 3 PentagonalCatalog: Parts: Tile, Modified6245251 or 6128992
",2,76392
98138,"Black Tile, Round 1 x 1Catalog: Parts: Tile, Round6284070 or 6139403
",1,76392
18674,"Black Tile, Round 2 x 2 with Open StudCatalog: Parts: Tile, Round6195325
",8,76392
